"Identificador","Fecha reporte","Localidad","Barrio","Upz","Dirección","Tipo de afectación","Factor Humano"
"5399748","7/13/2022","4 San Cristobal","SAN VICENTE","N/A","DG 31C SUR 5 ESTE 45","Animales Peligrosos","No"
"5399749","7/13/2022","19 Ciudad Bolivar","LOS DUQUES","N/A","KR 17A 80C SUR 92","Daño en redes de servicio públicos energía","Si"
"5399750","7/13/2022","10 Engativa","BOYACA","N/A","CL 70 72A 9","Daño en redes de servicio públicos gas","Si"
"5399751","7/13/2022","7 Bosa","LAS MARGARITAS","N/A","KR 89B 62A SUR 4","Animales Peligrosos","No"
"5399752","7/13/2022","17 La Candelaria","CENTRO ADMINISTRATIVO","N/A","KR 3 # 12D 83","Riesgo de colapso estructural","No"
"5399753","7/13/2022","13 Teusaquillo","CIUDAD SALITRE","N/A","CL 23 66 46","Rescate en Espacios Confinados - En Ascensores","Si"
"5399754","7/13/2022","16 Puente Aranda","ORTEZAL","N/A","AK 40 20A 44","Rescate en Espacios Confinados - En Ascensores","Si"
"5399755","7/13/2022","2 Chapinero","EL CHICO","N/A","KR 15 88 77","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399756","7/13/2022","11 Suba","EL PINAR","N/A","CL 152 96A 60","Animales Peligrosos","No"
"5399757","7/13/2022","2 Chapinero","CHICO NORTE","N/A","CL 93B 11A 84","Daño en redes de servicio públicos gas","Si"
"5399758","7/13/2022","4 San Cristobal","SANTA ANA SUR","N/A","CL 11 SUR 2 1","Incendio Vehicular","Si"
"5399759","7/13/2022","20 Sumapaz","VEREDA RAIZAL SECTOR EL CARMEN","N/A","FINCA ALTO MIRA","Fenómeno de Remoción en Masa","No"
"5399760","7/13/2022","9 Fontibon","MODELIA","N/A","KR 81 BIS 22C 4","Caida de árbol","No"
"5399761","7/13/2022","20 Sumapaz","VEREDA ISTMO SECTOR BODEGA ISMAEL PORRAS","N/A","FINCA ALTO MIRA","Fenómeno de Remoción en Masa","No"
"5399762","7/13/2022","9 Fontibon","RINCON SANTO","N/A","CL 23G BIS A 96F 87","Animales Peligrosos","No"
"5399763","7/13/2022","11 Suba","EL SALITRE","N/A","KR 91 161 0","Daño en redes de servicio públicos energía","Si"
"5399764","7/13/2022","11 Suba","NUEVO CONRINTO","N/A","AK 104 127 0","Daño en redes de servicio públicos gas","Si"
"5399765","7/13/2022","4 San Cristobal","20 DE JULIO","N/A","AC 20 SUR 7 1","Animales Peligrosos","No"
"5399766","7/13/2022","10 Engativa","ENGATIVA EL DORADO","N/A","KR 120A 78B 21","Quemas","Si"
"5399767","7/13/2022","5 Usme","VILLA HERMOSA","N/A","KR 7D 97B SUR 55","Fenómeno de Remoción en Masa","No"
"5399768","7/13/2022","18 Rafael Uribe Uribe","LOS MOLINOS II SECTOR","N/A","CL 48R SUR 3D 12","Animales Peligrosos","No"
"5399769","7/13/2022","2 Chapinero","EL PARAISO","N/A","TV 1 ESTE 41 0","Quemas","Si"
"5399770","7/13/2022","11 Suba","CIUDAD HUNZA","N/A","KR 84C 128 47","Animales Peligrosos","No"
"5399771","7/13/2022","7 Bosa","EL RECUERDO","N/A","KR 103A 56F SUR 59","Animales Peligrosos","No"
"5399772","7/13/2022","11 Suba","COLPATRIA SANTA HELENA","N/A","KR 53 145A 16","Conato de incendio","Si"
"5399773","7/13/2022","11 Suba","JEREZ DE LA FRONTERA","N/A","CL 138 56 1","Animales Peligrosos","No"
"5399774","7/13/2022","4 San Cristobal","SAN MARTIN DE LOBA","N/A","CL 41A SUR 1 ESTE 8","Animales Peligrosos","No"
"5399775","7/13/2022","14 Los Martires","VOTO NACIONAL","N/A","CL 13 18 77","Escape de gas - Daño o Fuga en Tanques de Almacenamiento de gas","Si"
"5399776","7/13/2022","8 Kennedy","PATIO BONITO I SECTOR","N/A","KR 88G 38C SUR 22","Animales Peligrosos","No"
"5399777","7/13/2022","19 Ciudad Bolivar","EL BOSQUE","N/A","AC 60G SUR 18 11","Quemas","Si"
"5399778","7/13/2022","1 Usaquen","VERBENAL","N/A","KR 17 185 18","Daño en redes de servicio públicos alcantarillado","Si"
"5399779","7/13/2022","12 Barrios Unidos","SAN FELIPE","N/A","KR 20A 72A 0","Daño en redes de servicio públicos energía","Si"
"5399780","7/13/2022","7 Bosa","ALAMEDA DEL RIO","N/A","KR 104A BIS 60 78","Incendio Estructuras","Si"
"5399781","7/13/2022","8 Kennedy","VILLA ALSACIA CIUDADELA","N/A","CL 12B 71D 31","Rescate en Espacios Confinados - En Ascensores","Si"
"5399782","7/13/2022","7 Bosa","SAN BERNARDINO XXII","N/A","CL 83 SUR 91 48","Daño en redes de servicio públicos energía","Si"
"5399783","7/13/2022","14 Los Martires","VOTO NACIONAL","N/A","CL 13 18 77","Daño en redes de servicio públicos gas","Si"
"5399784","7/13/2022","2 Chapinero","CHAPINERO","N/A","CL 60 8 57","Daño en redes de servicio públicos acueducto","Si"
"5399785","7/13/2022","4 San Cristobal","ATENAS","N/A","CL 36D SUR 1 ESTE 11","Quemas - Basuras","Si"
"5399786","7/14/2022","2 Chapinero","SAN LUIS","N/A","KM 5 VIA LA CALERA","Caida de árbol","No"
"5399787","7/14/2022","11 Suba","TELECOM ARRAYANES","N/A","KR 98 127B 58","Daño en redes de servicio públicos acueducto","Si"
"5399788","7/14/2022","12 Barrios Unidos","LA CASTELLANA","N/A","KR 47 94A 25","Daño en redes de servicio públicos acueducto","Si"
"5399789","7/14/2022","2 Chapinero","CHAPINERO CENTRAL","N/A","KR 8 56 26","Daño en redes de servicio públicos gas","Si"
"5399790","7/14/2022","6 Tunjuelito","SAN VICENTE FERRER","N/A","CL 56A SUR 33 64","Animales Peligrosos","No"
"5399791","7/14/2022","6 Tunjuelito","SAN VICENTE FERRER","N/A","CL 56A SUR 33 58","Animales Peligrosos","No"
"5399792","7/14/2022","7 Bosa","EL LIBERTADOR II","N/A","KR 87I 58C SUR 58","Daño en redes de servicio públicos alcantarillado","Si"
"5399793","7/14/2022","8 Kennedy","UPZ AMERICAS","N/A","KR 68 B BIS 1 09 SUR","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399794","7/14/2022","1 Usaquen","UPZ LOS CEDROS","N/A","KR 7 B BIS A 151 85","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399795","7/14/2022","7 Bosa","LA AZUCENA SECTOR EL TRIANGULO","N/A","CL 65F SUR 77M 16","Daño en redes de servicio públicos gas","Si"
"5399796","7/14/2022","4 San Cristobal","ALTAMIRA","N/A","CL 44B SUR 12B ESTE 0","Hallazgo de materiales peligrosos","Si"
"5399797","7/14/2022","19 Ciudad Bolivar","ARBORIZADORA ALTA","N/A","CL 69F SUR 31 8","Daño en redes de servicio públicos acueducto","Si"
"5399798","7/14/2022","7 Bosa","EL MOTORISTA","N/A","CL 57N BIS SUR 75D 10","Daño en redes de servicio públicos gas","Si"
"5399799","7/14/2022","11 Suba","BOSQUE DE LOS URAPANES","N/A","KR 58 138 63","Daño en redes de servicio públicos gas","Si"
"5399800","7/14/2022","4 San Cristobal","LAS GUACAMAYAS","N/A","CL 37B SUR 1B 34","Animales Peligrosos","No"
"5399802","7/14/2022","12 Barrios Unidos","SAN FELIPE","N/A","KR 20B 72A 0","Daño en redes de servicio públicos energía","Si"
"5399803","7/14/2022","11 Suba","JULIO FLOREZ","N/A","KR 68B 94 12","Caida de árbol","No"
"5399804","7/14/2022","6 Tunjuelito","VENECIA OCCIDENTAL","N/A","KR 49A SUR 49 SUR 61","Caida de árbol","No"
"5399805","7/14/2022","4 San Cristobal","PARQUE ENTRE NUBES","N/A","CL 72A BIS SUR 13 21","Quemas","Si"
"5399806","7/14/2022","7 Bosa","ARGELIA II","N/A","CL 59A BIS SUR 81D 45","Caida de árbol","No"
"5399807","7/14/2022","11 Suba","URB. CAMINO VERDE","N/A","AC 153 115 80","Daño en redes de servicio públicos gas","Si"
"5399808","7/14/2022","10 Engativa","TORTIGUA","N/A","KR 125 63 L 13","Daño o falla estructural","Si"
"5399809","7/14/2022","9 Fontibon","MILENTA_","N/A","CL 28 SUR 68C 25","Daño en redes de servicio públicos gas","Si"
"5399810","7/14/2022","8 Kennedy","CIUDAD KENNEDY SUPERMANZANA 7","N/A","KR 78B 35A SUR 79","Daño en redes de servicio públicos alcantarillado","Si"
"5399811","7/14/2022","4 San Cristobal","EL RAMAJAL","N/A","KR 11 ESTE 28C SUR 56","Animales Peligrosos","No"
"5399812","7/14/2022","9 Fontibon","HAYUELOS","N/A","DG 17B 88 77","Daño en redes de servicio públicos gas","Si"
"5399813","7/14/2022","6 Tunjuelito","TUNJUELITO","N/A","DG 51 SUR 29 89","Vendaval","No"
"5399814","7/14/2022","9 Fontibon","LA GIRALDA","N/A","CL 22 I 106","Daño en redes de servicio públicos energía","Si"
"5399815","7/14/2022","1 Usaquen","HORIZONTES","N/A","KR 3 183A 35","Animales Peligrosos","No"
"5399816","7/14/2022","1 Usaquen","GINEBRA","N/A","AK 7 130 50","Rescate en Espacios Confinados - En Ascensores","Si"
"5399817","7/14/2022","9 Fontibon","CHARCO","N/A","A CL 22 137A 0","Daño en redes de servicio públicos energía","Si"
"5399818","7/14/2022","11 Suba","LOS ALMENDROS","N/A","KR 115 152B 32","Daño en redes de servicio públicos gas","Si"
"5399819","7/14/2022","13 Teusaquillo","NICOLAS DE FEDERMAN","N/A","CL 55 KR 36","Caida de árbol","No"
"5399820","7/14/2022","5 Usme","CHICO SUR","N/A","KR 2 89A SUR 62","Animales Peligrosos","No"
"5399821","7/14/2022","10 Engativa","VILLALUZ","N/A","KR 77 BIS 64B 89","Animales Peligrosos","No"
"5399822","7/14/2022","10 Engativa","SAN JOAQUIN","N/A","AK 70 64C 1(70)","Animales Peligrosos","No"
"5399823","7/14/2022","4 San Cristobal","ALTOS DEL SOL","N/A","KR 2C 2 SUR 30","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399824","7/14/2022","10 Engativa","LA GRANJA","N/A","KR 76- 79","Caida de árbol","No"
"5399825","7/14/2022","1 Usaquen","DELICIAS DEL CARMEN","N/A","CL 127A BIS 5A 15","Caida de árbol","No"
"5399826","7/14/2022","19 Ciudad Bolivar","SAN JOAQUIN","N/A","CL 81A BIS SUR 18C 72","Daño en redes de servicio públicos energía","Si"
"5399827","7/14/2022","2 Chapinero","MARLY","N/A","AK 7 50 45","Poda y Tala","Si"
"5399828","7/14/2022","16 Puente Aranda","CAMELIA II SECTOR","N/A","CL 1B SUR 55 27","Caida de árbol","No"
"5399829","7/14/2022","10 Engativa","VILLA GLADYS","N/A","CL 66 113B 60","Daño en redes de servicio públicos acueducto","Si"
"5399830","7/14/2022","1 Usaquen","SANTA CECILIA PARTE BAJA","N/A","KR 5A 164A 20","Animales Peligrosos","No"
"5399831","7/14/2022","19 Ciudad Bolivar","JERUSALEN","N/A","AC 68 SUR 46 13","Animales Peligrosos","No"
"5399832","7/14/2022","11 Suba","SANTA CECILIA II","N/A","KR 154B 136 8","Animales Peligrosos","No"
"5399833","7/14/2022","9 Fontibon","PUERTA DE TEJA","N/A","DG 24C 96 38","Daño en redes de servicio públicos energía","Si"
"5399834","7/14/2022","5 Usme","CIUDADELA DE USME LA ESPERANZA I ETAPA","N/A","KR 14I 136A SUR 75","Animales Peligrosos","No"
"5399835","7/14/2022","15 Antonio Nariño","ANTONIO NARIÑO","N/A","CL 10 SUR 14A 53","Animales Peligrosos","No"
"5399836","7/14/2022","3 Santa Fe","PARQUE NACIONAL ORIENTAL","N/A","CL 35 5 0","Animales Peligrosos","No"
"5399837","7/14/2022","10 Engativa","CIUDAD BACHUE II ETAPA","N/A","KR 95A BIS A 81 0","Animales Peligrosos","No"
"5399838","7/14/2022","7 Bosa","VILLA CELINA","N/A","89b sur# 84b-34 .","Daño en redes de servicio públicos alcantarillado","Si"
"5399839","7/14/2022","4 San Cristobal","MORALBA","N/A","KR 16A ESTE 40 SUR","Quemas","Si"
"5399840","7/14/2022","16 Puente Aranda","CENTRO INDUSTRIAL","N/A","AK 68 13 0","Animales Peligrosos","No"
"5399841","7/14/2022","11 Suba","VILLA DEL PRADO","N/A","CL 173 51A 22","Animales Peligrosos","No"
"5399842","7/14/2022","11 Suba","SAN JOSE DEL PRADO","N/A","CL 137 45A 70","Escape de gas","Si"
"5399843","7/14/2022","1 Usaquen","CEDRO BOLIVAR","N/A","CL 152 19 0","Daño en redes de servicio públicos gas","Si"
"5399844","7/14/2022","14 Los Martires","SANTA FE","N/A","AK 14 22 1","Animales Peligrosos","No"
"5399845","7/14/2022","11 Suba","PRADO VERANIEGO","N/A","CL 134A 47 74","Conato de incendio","Si"
"5399846","7/14/2022","11 Suba","PORTALES DEL NORTE","N/A","CL 164 65%","Caida de árbol","No"
"5399847","7/14/2022","5 Usme","LA FORTALEZA","N/A","CL 71G SUR 14A 22","Daño en redes de servicio públicos alcantarillado","Si"
"5399848","7/14/2022","10 Engativa","BOYACA","N/A","AC 72 76 75","Daño en redes de servicio públicos acueducto","Si"
"5399849","7/14/2022","5 Usme","BOLONIA I","N/A","KR 10 ESTE 76 SUR 25","Animales Peligrosos","No"
"5399850","7/14/2022","10 Engativa","JARDIN BOTANICO","N/A","KR 69 49A 73","Daño en redes de servicio públicos gas","Si"
"5399851","7/14/2022","19 Ciudad Bolivar","ARBORIZADORA ALTA","N/A","CL 69F SUR 31 7","Daño en redes de servicio públicos alcantarillado","Si"
"5399852","7/14/2022","6 Tunjuelito","FATIMA","N/A","CL 52 SUR 36 55","Conato de incendio","Si"
"5399853","7/14/2022","6 Tunjuelito","SAN CARLOS","N/A","CL 51 SUR KR 18","Encharcamiento","No"
"5399854","7/15/2022","9 Fontibon","CIUDAD SALITRE OCCIDENTAL","N/A","CL 25 68C 50","Daño en redes de servicio públicos gas","Si"
"5399855","7/15/2022","10 Engativa","CIUDADELA COLSUBSIDIO","N/A","KR 112G 86C 11","Conato de incendio","Si"
"5399856","7/15/2022","5 Usme","LA FORTALEZA","N/A","CL 71G SUR 14A 22","Daño en redes de servicio públicos acueducto","Si"
"5399857","7/15/2022","5 Usme","LA REQUILINA","N/A","KR 12 136 SUR 50","Daño en redes de servicio públicos gas","Si"
"5399858","7/15/2022","2 Chapinero","CHAPINERO","N/A","KM 1.5","Caida de árbol","No"
"5399859","7/15/2022","6 Tunjuelito","ESCUELA GENERAL SANTANDER","N/A","CL 45A SUR 50A 91","Daño en redes de servicio públicos energía","Si"
"5399860","7/15/2022","14 Los Martires","SANTA FE","N/A","CL 22 16 34","Daño en redes de servicio públicos gas","Si"
"5399861","7/15/2022","12 Barrios Unidos","12 DE OCTUBRE","N/A","CL 74 51 0","Daño en redes de servicio públicos gas","Si"
"5399862","7/15/2022","7 Bosa","URB. LA ESPERANZA","N/A","CL 78 SUR 78F 15","Daño en redes de servicio públicos energía","Si"
"5399863","7/15/2022","9 Fontibon","LA ESPERANZA","N/A","AK 72 23 1","Caida de árbol","No"
"5399864","7/15/2022","12 Barrios Unidos","LOS ALCAZARES","N/A","AC 72 28 1","Daño en redes de servicio públicos acueducto","Si"
"5399865","7/15/2022","13 Teusaquillo","NICOLAS DE FEDERMAN","N/A","CL 55 KR 36","Caida de árbol","No"
"5399866","7/15/2022","18 Rafael Uribe Uribe","VILLAS DEL RECUERDO","N/A","TV 12 48A SUR 18","Fenómeno de Remoción en Masa","No"
"5399867","7/15/2022","8 Kennedy","LA UNIDAD","N/A","KR 77G BIS 57C SUR 63","Caida de árbol","No"
"5399868","7/15/2022","19 Ciudad Bolivar","SAN ISIDRO SECTOR CERRITO I","N/A","CL 59A BIS SUR 76 BIS C 0","Daño en redes de servicio públicos gas","Si"
"5399869","7/15/2022","1 Usaquen","SANTA BIBIANA","N/A","KR 20 102 51","Caida de árbol","No"
"5399870","7/15/2022","11 Suba","BILBAO II SECTOR","N/A","KR 150 142B 0","Animales Peligrosos","No"
"5399871","7/15/2022","1 Usaquen","LA CALLEJA","N/A","AC 127 21 10","Daño en redes de servicio públicos gas","Si"
"5399872","7/15/2022","3 Santa Fe","LAS CRUCES","N/A","KR 6 2 23","Daño en redes de servicio públicos gas","Si"
"5399873","7/15/2022","13 Teusaquillo","ESTADIO EL CAMPIN","N/A","KR 30 57","Polvora Actividad","Si"
"5399874","7/15/2022","19 Ciudad Bolivar","CENTRAL DE MEZCLAS","N/A","KR 17A 71 10","Animales Peligrosos","No"
"5399875","7/15/2022","10 Engativa","BOYACA","N/A","CL 71A 75 0","Daño en redes de servicio públicos energía","Si"
"5399876","7/15/2022","6 Tunjuelito","MUZU","N/A","CL 54 SUR 37A 0","Daño en redes de servicio públicos energía","Si"
"5399877","7/15/2022","18 Rafael Uribe Uribe","SANTA LUCIA","N/A","CL 42 SUR 19 25","Caida de árbol","No"
"5399878","7/15/2022","19 Ciudad Bolivar","EL ENSUENO","N/A","TV 70 59C SUR 25","Daño en redes de servicio públicos gas","Si"
"5399879","7/15/2022","11 Suba","URB. CAMINO VERDE","N/A","CL 153 115 80","Animales Peligrosos","No"
"5399880","7/15/2022","1 Usaquen","CEDRO SALAZAR","N/A","KR 8A 151 83","Daño en redes de servicio públicos acueducto","Si"
"5399881","7/15/2022","3 Santa Fe","SAMPER","N/A","KR 13 31 0","Quemas","Si"
"5399882","7/15/2022","1 Usaquen","CEDRITOS","N/A","KR 12 140 35","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399883","7/15/2022","2 Chapinero","CHICO NORTE","N/A","KR 11A 94 0","Daño en redes de servicio públicos gas","Si"
"5399884","7/15/2022","7 Bosa","LAURELES III","N/A","AV CIUDAD DE CALI 80M","Animales Peligrosos","No"
"5399885","7/15/2022","13 Teusaquillo","SAN LUIS","N/A","KR 23 53D 8","Daño en redes de servicio públicos energía","Si"
"5399886","7/15/2022","16 Puente Aranda","MONTE VIDEO","N/A","CL 20 68A 06","Desorden Civil","Si"
"5399887","7/15/2022","10 Engativa","LA GRANJA","N/A","KR 76 79 0","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399888","7/15/2022","18 Rafael Uribe Uribe","QUIROGA IX ETAPA","N/A","KR 24 40 SUR 1","Daño en redes de servicio públicos gas","Si"
"5399889","7/15/2022","9 Fontibon","LA ESPERANZA_","N/A","KR 73 BIS 22B 22","Caida de árbol","No"
"5399890","7/15/2022","11 Suba","CASABLANCA SUBA","N/A","CL 215 45 45","Caida de árbol","No"
"5399891","7/15/2022","1 Usaquen","URB JARDINES DEL NORTE","N/A","KR 19B 159 80","Caida de árbol","No"
"5399892","7/15/2022","3 Santa Fe","LA PERSEVERANCIA","N/A","KR 2 32 0","Animales Peligrosos","No"
"5399893","7/15/2022","8 Kennedy","NUEVA MARSELLA II SECTOR","N/A","CL 5C 70B 18","Animales Peligrosos","No"
"5399894","7/15/2022","2 Chapinero","CHICO RESERVADO II SECTOR","N/A","KR 15 98 26","Rescate en Espacios Confinados - En Ascensores","Si"
"5399895","7/15/2022","13 Teusaquillo","BELALCÁZAR","N/A","KR 28 53 0","Caida de árbol","No"
"5399896","7/15/2022","3 Santa Fe","SAN BERNARD","N/A","KR 12 2 61","Animales Peligrosos","No"
"5399897","7/15/2022","1 Usaquen","CODITO","N/A","KR 2 ESTE 185","Daño en redes de servicio públicos gas","Si"
"5399898","7/15/2022","4 San Cristobal","SAN CRISTOBAL SUR VIEJO","N/A","CL 13 SUR 11 ESTE 37","Daño en redes de servicio públicos energía","Si"
"5399899","7/15/2022","4 San Cristobal","CÓRDOBA","N/A","CL 28B SUR 2A 76","Animales Peligrosos","No"
"5399900","7/15/2022","6 Tunjuelito","SAN CARLOS","N/A","KR 19A 55 SUR 8","Animales Peligrosos","No"
"5399901","7/15/2022","9 Fontibon","BOSTON","N/A","CL 20 104 0","Animales Peligrosos","No"
"5399902","7/15/2022","19 Ciudad Bolivar","JERUSALÉN","N/A","KR 48C 68F SUR 23","Animales Peligrosos","No"
"5399903","7/15/2022","19 Ciudad Bolivar","VISTA HERMOSA_","N/A","KR 75L BIS 62H SUR 38","Animales Peligrosos","No"
"5399904","7/15/2022","19 Ciudad Bolivar","ARBORIZADORA","N/A","KR 18A BIS 77B SUR 63","Animales Peligrosos","No"
"5399905","7/15/2022","3 Santa Fe","SANTA ROSA","N/A","TV 5BIS ESTE 2-41","Daño en redes de servicio públicos acueducto","Si"
"5399906","7/15/2022","11 Suba","MIRADOR DE LA CAPILLA","N/A","CL 147C 94A 0","Caida de árbol","No"
"5399907","7/15/2022","4 San Cristobal","BELLAVISTA SECTOR LUCERO","N/A","DG 36K BIS SUR 8 ESTE 39","Animales Peligrosos","No"
"5399908","7/15/2022","8 Kennedy","DINDALITO","N/A","CL 42A SUR 90B 31","Electrocución","Si"
"5399909","7/15/2022","13 Teusaquillo","CENTRO ADMINISTRATIVO","N/A","AC 26 50 0","Animales Peligrosos","No"
"5399910","7/15/2022","1 Usaquen","SANTA CECILIA NORTE PARTE ALTA","N/A","CL 162B 3 ESTE 0","Daño en redes de servicio públicos acueducto","Si"
"5399911","7/15/2022","8 Kennedy","JAZMIN OCCIDENTAL","N/A","KR 98 42G SUR 34","Animales Peligrosos","No"
"5399912","7/15/2022","7 Bosa","CHICALA","N/A","AK 86 53 SUR 1","Animales Peligrosos","No"
"5399913","7/15/2022","8 Kennedy","CIUDAD GALÁN","N/A","KR 98 38 SUR 52","Animales Peligrosos","No"
"5399914","7/15/2022","16 Puente Aranda","SAN JORGE CENTRAL","N/A","CL 29A SUR 38A 52","Caida de árbol","No"
"5399915","7/15/2022","14 Los Martires","SANTA FE","N/A","DG 23 BIS 19A 53","Conato de incendio","Si"
"5399916","7/15/2022","15 Antonio Nariño","SAN ANTONIO","N/A","AK 14 12 SUR 1","Incendio Vehicular - Conato Vehicular","Si"
"5399917","7/15/2022","6 Tunjuelito","TUNAL SECTOR II","N/A","AC 56A 24C SUR 0","Animales Peligrosos","No"
"5399918","7/15/2022","4 San Cristobal","EL RAMAL","N/A","KR 11 ESTE 28C SUR 56","Animales Peligrosos","No"
"5399919","7/15/2022","1 Usaquen","KILOMETRO 5","N/A","KILOMETRO 5","Daño en redes de servicio públicos gas","Si"
"5399920","7/15/2022","13 Teusaquillo","ORTEZAL - QUINTA PAREDES","N/A","AK 50 22 BIS","Animales Peligrosos","No"
"5399922","7/15/2022","5 Usme","EL UVAL","N/A","AK 8 ESTE 111A SUR 1","Daño en redes de servicio públicos gas","Si"
"5399923","7/15/2022","7 Bosa","PARCELA EL PORVENIR","N/A","KR 100 50B SUR 45","Animales Peligrosos","No"
"5399924","7/15/2022","14 Los Martires","EDUARDO SANTOS","N/A","CL 2 18C 39","Daño en redes de servicio públicos energía","Si"
"5399925","7/15/2022","5 Usme","EL JARDIN","N/A","KR 14B 138 SUR 48","Animales Peligrosos","No"
"5399926","7/15/2022","8 Kennedy","VILLA MENDOZA","N/A","AK 86 43 SUR 1","Animales Peligrosos","No"
"5399927","7/15/2022","1 Usaquen","EL CONTADOR","N/A","CL 134A 18A 42","Rescate en Espacios Confinados - En Ascensores","Si"
"5399928","7/15/2022","6 Tunjuelito","COLMOTORES","N/A","TV 60 33 SUR 1","Hallazgo de materiales peligrosos","Si"
"5399929","7/15/2022","3 Santa Fe","LAS CRUCES","N/A","A KR 4 1D 0 74","Quemas","Si"
"5399930","7/15/2022","5 Usme","CIUDADELA DE USME LA ESPERANZA I ETAPA","N/A","CL 137 SUR 3A 44","Animales Peligrosos","No"
"5399931","7/15/2022","16 Puente Aranda","LA PRADERA","N/A","CL 4B 64 12","Daño en redes de servicio públicos energía","Si"
