Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación;Factor Humano
5406255;7/11/2022;18 Rafael Uribe Uribe;LAS COLINAS;N/A;CL 32C SUR 13A 87;Daño en redes de servicio públicos alcantarillado;Si
5406256;7/11/2022;16 Puente Aranda;PUENTE ARANDA;N/A;KR 60 17 89;Daño en redes de servicio públicos alcantarillado;Si
5406257;7/11/2022;8 Kennedy;VILLA DE LA TORRE;N/A;CL 46 SUR 84 40;Animales Peligrosos;No
5406258;7/11/2022;9 Fontibon;GRANJAS DE SAN PABLO;N/A;AC 13 68 0;Daño en redes de servicio públicos alcantarillado;Si
5406259;7/11/2022;18 Rafael Uribe Uribe;SANTIAGO PEREZ;N/A;KR 26C 26 SUR 58;Daño en redes de servicio públicos alcantarillado;Si
5406260;7/11/2022;4 San Cristobal;BUENOS AIRES III SECTOR;N/A;KR 2A ESTE 7 SUR 20;Animales Peligrosos;No
5406261;7/11/2022;19 Ciudad Bolivar;LA PRIMAVERA;N/A;CL 57Z SUR 77B 10;Daño en redes de servicio públicos alcantarillado;Si
5406262;7/11/2022;7 Bosa;LA ILUSION;N/A;CL 57M SUR 75A 31;Daño en redes de servicio públicos alcantarillado;Si
5406263;7/11/2022;8 Kennedy;AMPARO CAÑIZALEZ;N/A;CL 40F BIS SUR 80D 51;Daño en redes de servicio públicos alcantarillado;Si
5406264;7/11/2022;9 Fontibon;EL CARMEN;N/A;KR 103A BIS 16F BIS;Animales Peligrosos;No
5406265;7/11/2022;10 Engativa;LA GRANJA;N/A;CL 76 76 10;Animales Peligrosos;No
5406266;7/11/2022;8 Kennedy;BRITALIA;N/A;KR 85A 48 SUR 12B;Daño en redes de servicio públicos alcantarillado;Si
5406267;7/11/2022;16 Puente Aranda;AV FERROCARRIL;N/A;CL 12 50;Quemas;Si
5406268;7/11/2022;18 Rafael Uribe Uribe;QUIROGA;N/A;CL 32 BIS SUR 23;Daño en redes de servicio públicos energía;Si
5406269;7/11/2022;2 Chapinero;CHICO NORTE;N/A;KR 7 98 1;Caida de árbol;No
5406270;7/11/2022;5 Usme;GRAN YOMASA;N/A;CL 84 SUR 8 34;Quemas;Si
5406271;7/11/2022;2 Chapinero;PARDO RUBIO;N/A;CL 53 3 85;Daño en redes de servicio públicos energía;Si
5406272;7/11/2022;8 Kennedy;PATIO BONITO II;N/A;KR 86F 35B SUR 10;Incendio Estructuras;No
5406273;8/11/2022;3 Santa Fe;SAN BERNARDO;N/A;AK 10 6 2;Quemas;Si
5406274;8/11/2022;4 San Cristobal;LA GLORIA;N/A;KR 7 ESTE 43A SUR 30;Daño en redes de servicio públicos acueducto;Si
5406275;8/11/2022;2 Chapinero;EMAUS;N/A;KR 7 69 0;Daño en redes de servicio públicos acueducto;Si
5406276;8/11/2022;13 Teusaquillo;GRAN AMERICA;N/A;CL 25A 31A 47;Daño en redes de servicio públicos gas;Si
5406277;8/11/2022;9 Fontibon;LA GIRALDA;N/A;CL 22H 104 44;Daño en redes de servicio públicos acueducto;Si
5406278;8/11/2022;11 Suba;ESCUELA DE CARABINEROS;N/A;AV BOYACA 142A 55;Conato de incendio;Si
5406279;8/11/2022;1 Usaquen;SAN NORTE;N/A;CL 127C 3 0;Daño en redes de servicio públicos alcantarillado;Si
5406280;8/11/2022;11 Suba;URB. DEL MONTE;N/A;KR 90 169B 0;Caida de árbol;No
5406281;8/11/2022;8 Kennedy;GRAN BRITALIA;N/A;KR 85A 48 SUR 12;Daño en redes de servicio públicos alcantarillado;Si
5406282;8/11/2022;11 Suba;BALCONES DE SUBA;N/A;KR 86 146 96;Daño en redes de servicio públicos energía;Si
5406283;8/11/2022;8 Kennedy;NUEVO KENNEDY;N/A;AC 43 SUR 79 1;Caida de árbol;No
5406284;8/11/2022;8 Kennedy;MILENTA;N/A;AC 26 SUR 68B 1;Quemas - Basuras;Si
5406285;8/11/2022;2 Chapinero;LA SALLE;N/A;KR 4 60A 34;Daño en redes de servicio públicos energía;Si
5406286;8/11/2022;8 Kennedy;LAGOS DE TIMIZA II;N/A;CL 45 SUR 77Y 60;Daño en redes de servicio públicos energía;Si
5406287;8/11/2022;3 Santa Fe;LOS LACHES;N/A;KR 7B ESTE 5A 68;Caida de árbol - Pérdida de verticalidad de árbol;No
5406288;8/11/2022;3 Santa Fe;VERACRUZ;N/A;KR 5 16 14;Enfermedad o Traumatismo;No
5406289;8/11/2022;5 Usme;EUCALIPTOS DE LA ESPERANZA;N/A;KR 13 137 SUR 62;Caida de árbol - Pérdida de verticalidad de árbol;No
5406290;8/11/2022;8 Kennedy;LAS AMERICAS;N/A;KR 71A 3A 58;Caida de árbol - Caída de ramas;No
5406291;8/11/2022;11 Suba;S C. TUNA ALTA;N/A;KR 90 159A 65;Fenómeno de Remoción en Masa;No
5406292;8/11/2022;8 Kennedy;PINAR DEL RIO II SECTOR;N/A;CL 40 BIS B SUR 83A 10;Conato de incendio;Si
5406293;8/11/2022;2 Chapinero;QUINTA CAMACHO;N/A;CL 67A 9 47;Caida de árbol - Pérdida de verticalidad de árbol;No
5406294;8/11/2022;1 Usaquen;TIBABITA;N/A;CL 201 7 0;Daño en redes de servicio públicos acueducto;Si
5406295;8/11/2022;11 Suba;LA SULTANA;N/A;KR 53C 131A 10;Caida de árbol - Pérdida de verticalidad de árbol;No
5406296;8/11/2022;11 Suba;VEREDA SUBA NARANJOS;N/A;KR 78A 131 63;Caida de árbol;No
5406297;8/11/2022;16 Puente Aranda;PUENTE ARANDA;N/A;N/A;Daño en redes de servicio públicos acueducto;Si
5406298;8/11/2022;3 Santa Fe;LAS CRUCES;N/A;KR 4 1B 70;Animales Peligrosos;No
5406299;8/11/2022;5 Usme;LA AURORA;N/A;TV 14Q 67G SUR 33;Animales Peligrosos;No
5406300;8/11/2022;1 Usaquen;EL CODITO;N/A;KR 4 182A 38;Daño en redes de servicio públicos gas;Si
5406301;8/11/2022;16 Puente Aranda;VERAGUAS CENTRAL;N/A;KR 34A 4A 0;Caida de árbol;No
5406302;8/11/2022;11 Suba;EL ESTORIL;N/A;KR 47 106A 70;Caida de árbol;No
5406303;8/11/2022;16 Puente Aranda;GALAN;N/A;AC 3 53B BIS 1;Daño en redes de servicio públicos energía;Si
5406304;8/11/2022;16 Puente Aranda;VERAGUAS CENTRAL;N/A;CL 4 31D 5;Daño en redes de servicio públicos gas;Si
5406305;8/11/2022;11 Suba;EL POA;N/A;KR 103C BIS 141B 36;Caida de árbol - Pérdida de verticalidad de árbol;No
5406306;8/11/2022;1 Usaquen;CAOBOS SALAZAR;N/A;CL 147 12 87;Daño o falla estructural;Si
5406307;8/11/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;KR 44A 68C SUR 0;Fenómeno de Remoción en Masa;No
5406308;8/11/2022;5 Usme;PUERTA AL LLANO;N/A;KR 8 ESTE 108 SUR 50;Riesgo de Fenómeno de remoción en masa;No
5406309;8/11/2022;16 Puente Aranda;MONTEVIDEO;N/A;CL 20 68A 06;Desorden Civil;Si
5406310;8/11/2022;19 Ciudad Bolivar;LOS SAUCES;N/A;CL 70 SUR 19;Fenómeno de Remoción en Masa;No
5406311;8/11/2022;2 Chapinero;SAN LUIS ALTOS DEL CABO;N/A;KILOMETRO 5 VIA CALERA;Encharcamiento;Si
5406312;8/11/2022;1 Usaquen;LA EMILIA;N/A;KR 12C 151 35;Caida de árbol;No
5406313;8/11/2022;11 Suba;VEREDA SUBA NARANJOS;N/A;CL 128 BIS A 71 2;Caida de árbol;No
5406314;8/11/2022;11 Suba;VILLA DEL PRADO;N/A;AK 57 174B 0(51);Caida de árbol;No
5406315;8/11/2022;11 Suba;BURGOS BRITALIA;N/A;KR 74 160 25;Poda y Tala;Si
5406316;8/11/2022;2 Chapinero;ALTOS DE LA SALLE;N/A;CL 64 1A 0;Caida de árbol;No
5406317;8/11/2022;11 Suba;CASA BLANCA;N/A;KR 86 147-23;Caida de árbol;No
5406318;8/11/2022;10 Engativa;CONGRESO EUCARISTICO;N/A;DG 83 74A 16;Conato de incendio;Si
5406319;8/11/2022;9 Fontibon;PREDIO CALDAS;N/A;KR 104 13D 57;Daño en redes de servicio públicos energía;Si
5406320;8/11/2022;5 Usme;CIUDADELA DE USME LA ESPERANZA I ETAPA;N/A;DG 136 BIS SUR 3 32;Daño en redes de servicio públicos gas;Si
5406321;8/11/2022;3 Santa Fe;LAS NIEVES;N/A;CL 23 7 69;Conato de incendio;Si
5406322;8/11/2022;10 Engativa;QUIRIGUA (AGRUPACION 1);N/A;KR 93 81 75;Conato de incendio;Si
5406323;8/11/2022;6 Tunjuelito;VENECIA;N/A;DG 48 SUR 53 63;Daño en redes de servicio públicos acueducto;Si
5406324;8/11/2022;1 Usaquen;MARANTA I Y II Y III SECTOR;N/A;KR 20A 187 48;Caida de árbol - Caída de ramas;No
5406325;8/11/2022;9 Fontibon;LA GIRALDA;N/A;KR 104A BIS 23D 14;Daño en redes de servicio públicos alcantarillado;Si
5406326;8/11/2022;9 Fontibon;EL REFUGIO LA ZELFITA;N/A;KR 117A 23 6;Daño en redes de servicio públicos alcantarillado;Si
5406327;8/11/2022;9 Fontibon;BELEN FONTIBON;N/A;CL 20C 107 63;Colapso de estructura;No
5406328;8/11/2022;9 Fontibon;BRISAS ALDEA;N/A;CL 22B BIS A 118A 33;Daño en redes de servicio públicos alcantarillado;Si
5406329;8/11/2022;19 Ciudad Bolivar;CASAVIANCA;N/A;CL 57Z SUR 77B 16;Daño en redes de servicio públicos alcantarillado;Si
5406330;8/11/2022;9 Fontibon;VILLA CARMENZA;N/A;KR 113 17 74;Daño en redes de servicio públicos alcantarillado;Si
5406331;8/11/2022;19 Ciudad Bolivar;JERUSALEN LAS BRISAS;N/A;KR 44 74A SUR 13;Colapso de estructura;No
5406332;8/11/2022;8 Kennedy;PATIO BONITO II SECTOR;N/A;CL 34B SUR 86F 34;Daño en redes de servicio públicos alcantarillado;Si
5406333;8/11/2022;9 Fontibon;CENTRO FONTIBON;N/A;CL 18 102 46;Daño en redes de servicio públicos alcantarillado;Si
5406334;8/11/2022;9 Fontibon;ATAHUALPA;N/A;KR 112A 22D 60;Daño en redes de servicio públicos alcantarillado;Si
5406335;8/11/2022;9 Fontibon;SAN PABLO;N/A;CL 18A 123 26;Vendaval;No
5406336;8/11/2022;9 Fontibon;KASANDRA;N/A;CL 14F 134A 54;Daño en redes de servicio públicos alcantarillado;Si
5406337;8/11/2022;1 Usaquen;SANTANDERSITO;N/A;CL 180 BIS 16 75;Incendio Estructuras;No
5406338;8/11/2022;5 Usme;UVAL;N/A;KR 7 H 109 30 SUR;Encharcamiento;Si
5406339;8/11/2022;11 Suba;PRADO VERANIEGO;N/A;KR 49 132 15;Daño en redes de servicio públicos alcantarillado;Si
5406340;8/11/2022;9 Fontibon;MONTEVIDEO;N/A;CL 15A 69B 0;Daño en redes de servicio públicos alcantarillado;Si
5406341;8/11/2022;20 Sumapaz;VEREDA RIOS ALTOS DE LA CUENCA RIO BLANCO;N/A;CUENCA RIO BLANCO;Riesgo de colapso estructural;No
5406342;8/11/2022;10 Engativa;VILLAS DEL MADRIGAL;N/A;TV 96A 75D 10;Caida de árbol;No
5406343;8/11/2022;9 Fontibon;BRISAS ALDEA;N/A;CL 22D 120 40;Encharcamiento;Si
5406344;8/11/2022;11 Suba;SANTA CECILIA I;N/A;CL 131A 159 30;Daño en redes de servicio públicos alcantarillado;Si
5406345;8/11/2022;9 Fontibon;EL REFUGIO;N/A;KR 116 A 23C 67;Encharcamiento;Si
5406346;8/11/2022;9 Fontibon;CENTRO FONTIBON;N/A;KR 103 20C 30;Daño en redes de servicio públicos alcantarillado;Si
5406347;8/11/2022;4 San Cristobal;SAN CRISTOBAL;34 20 de Julio;CL 29 SUR 3 53;Quemas;Si
5406348;8/11/2022;3 Santa Fe;VIA CERRO DE GUADALUPE CHOACHI;N/A;VIA CERRO DE GUADALUPE CHOACHI;Caida de árbol;No
5406349;8/11/2022;19 Ciudad Bolivar;EL CONSUELO;N/A;R 18 74A SUR 0(81);Daño en redes de servicio públicos acueducto;Si
5406351;8/11/2022;7 Bosa;SANTA MONICA ETAPA 1 Y 2;N/A;CL 65 SUR 98B 40;Conato de incendio;Si
5406352;9/11/2022;11 Suba;LOS PINOS;N/A;CL 137 85 40;Daño en redes de servicio públicos gas;Si
5406353;9/11/2022;12 Barrios Unidos;LA PATRIA;N/A;CL 85 49A 70;Daño en redes de servicio públicos acueducto;Si
5406354;9/11/2022;11 Suba;KM 3 VIA COTA LA CONEJERA;N/A;KM 3 VIA COTA LA CONEJERA;Encharcamiento;Si
5406355;9/11/2022;11 Suba;URB. RIOBAMBA;N/A;KR 95 132 1;Conato de incendio;Si
5406357;9/11/2022;19 Ciudad Bolivar;LA PLAYA II;N/A;KR 16D 60A SUR 49;Daño en redes de servicio públicos energía;Si
5406358;9/11/2022;18 Rafael Uribe Uribe;OLAYA;N/A;CL 26 SUR 20 36;Riesgo de colapso estructural;No
5406359;9/11/2022;10 Engativa;SANTA CECILIA;N/A;KR 77B 52A 98;Caida de árbol;No
5406360;9/11/2022;11 Suba;EL JORDAN I;N/A;CL 128 87C 2;Daño en redes de servicio públicos gas;Si
5406361;9/11/2022;13 Teusaquillo;CIUDAD SALITRE NORORIENTAL;N/A;CL 24 A 57 60;Caida de árbol - Caída de ramas;No
5406362;9/11/2022;11 Suba;SANTA RITA DE SUBA;N/A;KR 153B 138D 23;Daño en redes de servicio públicos alcantarillado;Si
5406363;9/11/2022;10 Engativa;CIUDADELA COLSUBSIDIO;N/A;KR 111C 87 35;Caida de árbol - Caída de ramas;No
5406364;9/11/2022;1 Usaquen;SANTA BARBARA CENTRAL IV SECTOR;N/A;CL 123 9 15;Daño en redes de servicio públicos alcantarillado;Si
5406365;9/11/2022;19 Ciudad Bolivar;SAN ISIDRO II;N/A;CL 59A SUR 76A 82;Caida de árbol - Pérdida de verticalidad de árbol;No
5406366;9/11/2022;8 Kennedy;CIUDAD KENNEDY NORTE URB. FRANCISCO JOSE DE CALDAS;N/A;KR 79F 26 SUR 46;Daño o falla estructural - Elementos no estructurales en riesgo de caída;Si
5406367;9/11/2022;1 Usaquen;BELLA SUIZA;N/A;CL 130B 7D BIS 50;Caida de árbol - Pérdida de verticalidad de árbol;No
5406368;9/11/2022;8 Kennedy;VILLA RICA;N/A;CL 51A SUR 77P 42;Caida de árbol - Pérdida de verticalidad de árbol;No
5406369;9/11/2022;6 Tunjuelito;RINCON DE VENECIA;N/A;DG 51 SUR 60B 21;Caida de árbol - Pérdida de verticalidad de árbol;No
5406370;9/11/2022;1 Usaquen;CANAIMA;N/A;KR 19A 195 0;Daño en redes de servicio públicos energía;Si
5406371;9/11/2022;10 Engativa;EL DORADO INDUSTRIAL - SANTA ISABEL (HACIENDA);N/A;CL 79 116B 23;Conato de incendio;Si
5406372;9/11/2022;11 Suba;URB. PONTEVEDRA SECTOR I;N/A;CL 117B 71F 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5406373;9/11/2022;19 Ciudad Bolivar;LA CORUNA;N/A;CL 58D SUR 48B 69;Daños en malla vial;Si
5406374;9/11/2022;18 Rafael Uribe Uribe;MOLINOS;N/A;KR 5J 48U 08 SUR;Riesgo de colapso estructural;No
5406375;9/11/2022;1 Usaquen;BELLA SUIZA;N/A;AC 127 7 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5406376;9/11/2022;6 Tunjuelito;SAN BENITO;N/A;CL 59B SUR 17;Hallazgo de materiales peligrosos;Si
5406377;9/11/2022;5 Usme;CENTRO USME;N/A;KR 14 138F SUR 32;Daño en redes de servicio públicos alcantarillado;Si
5406378;9/11/2022;12 Barrios Unidos;LOS ANDES;N/A;CL 94 63 13;Caida de árbol - Pérdida de verticalidad de árbol;No
5406379;9/11/2022;9 Fontibon;EL RUBI;N/A;KR 96H 22L 38;Conato de incendio;Si
5406380;9/11/2022;11 Suba;PRADO SUR;N/A;KR 56B 129A 28;Caida de árbol - Pérdida de verticalidad de árbol;No
5406381;9/11/2022;11 Suba;VILLA ELISA;N/A;CL 136 KR 94A;Poda y Tala;Si
5406382;9/11/2022;11 Suba;LA ACADEMIA;N/A;CL 222 KR 52;Daño en redes de servicio públicos acueducto;Si
5406383;9/11/2022;8 Kennedy;TINTALA;N/A;KR 88 53 SUR 10;Daño en redes de servicio públicos energía;Si
5406384;9/11/2022;11 Suba;LA ALBORADA;N/A;CL 97 69 0;Caida de árbol;No
5406385;9/11/2022;7 Bosa;LA PAZ;N/A;CL 61 SUR 82 0;Daño en redes de servicio públicos gas;Si
5406386;9/11/2022;14 Los Martires;LA FAVORITA;N/A;CL 17A 16B 15;Daño en redes de servicio públicos gas;Si
5406387;9/11/2022;12 Barrios Unidos;POLO CLUB;N/A;CL 86A 24 0;Daño en redes de servicio públicos alcantarillado;Si
5406388;9/11/2022;16 Puente Aranda;EL JAZMIN I SECTOR;N/A;AK 50 2 68;Daño en redes de servicio públicos alcantarillado;Si
5406389;9/11/2022;3 Santa Fe;SAN BERNARDO;N/A;AC 1 10 1;Conato de incendio;Si
5406390;9/11/2022;5 Usme;EL PARAISO;N/A;CL 90 SUR 7 ESTE 0;Daño en redes de servicio públicos energía;Si
5406391;9/11/2022;19 Ciudad Bolivar;EL REFLEJO II;N/A;CL 76 SUR 17A 17;Daño en redes de servicio públicos alcantarillado;Si
5406392;9/11/2022;2 Chapinero;BOSQUE EL RETIRO;N/A;TV 1 83 2;Caida de árbol;No
5406393;9/11/2022;19 Ciudad Bolivar;QUEBRADA BELLA FLOR;N/A;KILOMETRO 12 VIA QUIBA;Fenómeno de Remoción en Masa;No
5406394;9/11/2022;19 Ciudad Bolivar;LOS SAUCES;N/A;CL 68B SUR 19C 31;Daño en redes de servicio públicos alcantarillado;Si
5406395;9/11/2022;4 San Cristobal;URB. COLMENA I LOS PINARES;N/A;TV 12B ESTE 48 SUR 43;Daño en redes de servicio públicos alcantarillado;Si
5406396;9/11/2022;4 San Cristobal;URB. PRIMERO DE MAYO;N/A;AC 20 SUR 1 1(40);Caida de árbol - Pérdida de verticalidad de árbol;No
5406397;9/11/2022;19 Ciudad Bolivar;LAS DELICIAS DEL_SUR;N/A;DG 65D SUR 18P 90;Fenómeno de Remoción en Masa;No
5406398;9/11/2022;19 Ciudad Bolivar;ARABIA;N/A;KR 18C BIS A 80B 49 SUR;Riesgo de Fenómeno de remoción en masa;No
5406399;9/11/2022;1 Usaquen;TORCA;N/A;KR 7 237 4;Daño en redes de servicio públicos energía;Si
5406400;9/11/2022;1 Usaquen;BABILONIA;N/A;CL 163A 12B 40;Daño en redes de servicio públicos gas;Si
5406401;9/11/2022;19 Ciudad Bolivar;BELLA FLOR;N/A;CL 74B SUR 27B 48;Encharcamiento;Si
5406402;9/11/2022;3 Santa Fe;SAMPER;N/A;AC 32 13 83;Incendio Estructuras;No
5406403;9/11/2022;2 Chapinero;VIA LA CALERA;N/A;KILOMETRO 2;Daño en redes de servicio públicos energía;Si
5406404;9/11/2022;1 Usaquen;LA CAROLINA;N/A;KR 14 127B 0;Caida de árbol;No
5406405;9/11/2022;8 Kennedy;BOITA I SECTOR;N/A;CL 45 SUR 72I 21;Incendio Vehicular;Si
5406406;9/11/2022;9 Fontibon;RINCON_SANTO;N/A;KR 96F BIS 23F 29;Daño en redes de servicio públicos gas;Si
5406407;9/11/2022;6 Tunjuelito;SAN CARLOS;N/A;KR 19 53A SUR 11;Animales Peligrosos;No
5406408;9/11/2022;11 Suba;EL PINAR DE SUBA;N/A;CL 152 94A 25;Daño en redes de servicio públicos gas;Si
5406409;9/11/2022;19 Ciudad Bolivar;MARIA CANO;N/A;KR 75C 61 SUR 27;Daño en redes de servicio públicos energía;Si
5406410;9/11/2022;1 Usaquen;SAN GABRIEL NORTE;N/A;KR 5 127B 21;Rescate en Espacios Confinados - En Ascensores;Si
5406411;9/11/2022;10 Engativa;BACHUE I Y II;N/A;CL 89 BIS 94N 0;Daño en redes de servicio públicos de teléfono;Si
5406412;9/11/2022;4 San Cristobal;SAN MARTIN DE LOBA;N/A;KR 2 ESTE 41B SUR 53;Encharcamiento;Si
5406413;9/11/2022;5 Usme;PORVENIR;N/A;KR 11 67A SUR 85;Animales Peligrosos;No
5406414;9/11/2022;11 Suba;SANTA MARGARITA;N/A;KR 45A 102A 30;Daños en malla vial;Si
5406415;9/11/2022;13 Teusaquillo;CIUDAD SALITRE NORORIENTAL;N/A;AC 24 60 50;Daños en malla vial;Si
5406416;9/11/2022;18 Rafael Uribe Uribe;SAN JOSE SUR;N/A;AK 14 27 SUR 1;Daño en redes de servicio públicos alcantarillado;Si
5406417;9/11/2022;10 Engativa;BACHUE I Y II;N/A;CL 86 95C 16;Animales Peligrosos;No
5406418;9/11/2022;14 Los Martires;RICAURTE;N/A;AK 30 6 0;Quemas - Basuras;Si
5406419;9/11/2022;5 Usme;PORVENIR;N/A;KR 7C 65 SUR 51;Animales Peligrosos;No
5406420;9/11/2022;7 Bosa;ARGELIA;N/A;CL 58K SUR 81I 12;Animales Peligrosos;No
5406421;10/11/2022;11 Suba;URB. ALTOS DE SAN JORGE;N/A;CL 127A 87D 94;Daño en redes de servicio públicos energía;Si
5406422;10/11/2022;1 Usaquen;SAN PATRICIO;N/A;AK 45 109 20;Conato de incendio;Si
5406423;10/11/2022;5 Usme;EL REFUGIO I Y II;N/A;CL 108 SUR 10A ESTE 3;Fenómeno de Remoción en Masa;No
5406424;10/11/2022;7 Bosa;PIAMONTE;N/A;CL 68 BIS SUR 79C 22;Incendio Vehicular - Conato Vehicular;Si
5406425;10/11/2022;5 Usme;EL PORTAL DEL DIVINO;N/A;CL 112A SUR 9 ESTE 49;Riesgo de Fenómeno de remoción en masa;No
5406426;10/11/2022;16 Puente Aranda;ALQUERIA LA FRAGUA;N/A;KR 68 37A SUR 58;Daño en redes de servicio públicos gas;Si
5406427;10/11/2022;2 Chapinero;SAN LUIS;N/A;KM 2 VIA LA CALERA;Caida de árbol;No
5406428;10/11/2022;5 Usme;EL REFUGIO I;N/A;CL 118 BIS SUR 00 07;Encharcamiento;Si
5406429;10/11/2022;2 Chapinero;MARIA CRISTINA;N/A;CL 62 5 88;Caida de árbol - Caída de ramas;No
5406430;10/11/2022;5 Usme;GRANJAS DE SAN PEDRO SANTA LIBRADA;N/A;KR 10 76 SUR 20;Fenómeno de Remoción en Masa;No
5406431;10/11/2022;2 Chapinero;QUINTA CAMACHO;N/A;CL 69A 10 22;Caida de árbol - Caída de ramas;No
5406432;10/11/2022;13 Teusaquillo;PABLO VI ETAPA I;N/A;KR 52A 58A 8;Caida de árbol - Pérdida de verticalidad de árbol;No
5406433;10/11/2022;10 Engativa;VILLALUZ;N/A;KR 80A 64A 0;Daño en redes de servicio públicos energía;Si
5406434;10/11/2022;19 Ciudad Bolivar;MADELENA;N/A;KR 64A 62 SUR 27;Daño en redes de servicio públicos gas;Si
5406435;10/11/2022;19 Ciudad Bolivar;BRISAS DEL VOLADOR;N/A;KR 24C BIS 72G SUR;Fenómeno de Remoción en Masa;No
5406436;10/11/2022;10 Engativa;ENGATIVA EL DORADO;N/A;TV 119A 77 97;Caida de árbol - Caída de ramas;No
5406437;10/11/2022;1 Usaquen;SANTA BIBIANA;N/A;AK 45 100 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5406438;10/11/2022;1 Usaquen;BOSQUES DE MEDINA;N/A;KR 7 132 10;Caida de árbol;No
5406439;10/11/2022;11 Suba;ATENAS;N/A;CL 138 75 60;Caida de árbol - Caída de ramas;No
5406440;10/11/2022;10 Engativa;GARCES NAVAS;N/A;KR 110 77 24;Caida de árbol - Pérdida de verticalidad de árbol;No
5406441;10/11/2022;5 Usme;UVAL;N/A;CL 114B SUR 8 ESTE 20;Daño en redes de servicio públicos alcantarillado;Si
5406442;10/11/2022;5 Usme;EL TESORO POZO AZUL;N/A;CL 100 SUR 6 40;Daño en redes de servicio públicos alcantarillado;Si
5406443;10/11/2022;12 Barrios Unidos;SAN MIGUEL;N/A;KR 50A 66 0;Daño en redes de servicio públicos gas;Si
5406444;10/11/2022;1 Usaquen;USAQUEN;N/A;KILOMETRO 5 VIA LA CALERA PARAMO LA CASCADA 1;Caida de árbol;No
5406445;10/11/2022;3 Santa Fe;MONSERRATE;N/A;KR 2 ESTE 21 48;Colapso de estructura;No
5406446;10/11/2022;4 San Cristobal;SAN CRISTÓBAL;N/A;CL 11 SUR 12 95 ESTE;Caida de árbol;No
5406447;10/11/2022;13 Teusaquillo;PRADOS DEL_SALITRE;N/A;CL 22A 50 49;Caida de árbol;No
5406448;10/11/2022;2 Chapinero;CHICO RESERVADO;N/A;KR 8 97 62;Caida de árbol - Pérdida de verticalidad de árbol;No
5406449;10/11/2022;2 Chapinero;SAN LUIS;N/A;KM 5 VIA LA CALERA;Represamiento de cauce;No
5406450;10/11/2022;19 Ciudad Bolivar;RONDA;N/A;DG 61 SUR 20B 36;Riesgo de Fenómeno de remoción en masa;No
5406451;10/11/2022;5 Usme;VILLA ANITA III;N/A;CL 114A SUR 9A 77;Fenómeno de Remoción en Masa;No
5406452;10/11/2022;2 Chapinero;PARDO RUBIO;N/A;TV 3 49 2;Caida de árbol;No
5406453;10/11/2022;1 Usaquen;TORCA;N/A;CL 234 7 0;Caida de árbol;No
5406454;10/11/2022;12 Barrios Unidos;SAN_FELIPE;N/A;CL 72A 22 39;Riesgo de colapso estructural;No
5406455;10/11/2022;12 Barrios Unidos;LA MERCED NORTE;N/A;KR 28B 70 31;Daño en redes de servicio públicos alcantarillado;Si
5406456;10/11/2022;12 Barrios Unidos;EL ROSARIO;N/A;KR 35A 63B 61;Daño en redes de servicio públicos alcantarillado;Si
5406457;10/11/2022;20 Sumapaz;SUMA PAZ;N/A;PUEBLO SOLO;Fenómeno de Remoción en Masa;No
5406458;10/11/2022;3 Santa Fe;VEREDA MONSERRATE;N/A;KR 4 ESTE 17 50;Fenómeno de Remoción en Masa;No
5406459;10/11/2022;1 Usaquen;PRADOS DE LA CALLEJA;N/A;AK 45 127D 0;Daño en redes de servicio públicos gas;Si
5406460;10/11/2022;15 Antonio Nariño;SAN ANTONIO;N/A;CL 10B SUR 19 8;Daño en redes de servicio públicos gas;Si
5406461;10/11/2022;12 Barrios Unidos;POLO CLUB;N/A;AK 20 80 16;Daño en redes de servicio públicos alcantarillado;Si
5406462;10/11/2022;12 Barrios Unidos;BAQUERO;N/A;CL 64 19 1;Encharcamiento;Si
5406463;10/11/2022;4 San Cristobal;LA VICTORIA;N/A;CL 41 B SUR 3A ESTE 28;Daño en redes de servicio públicos alcantarillado;Si
5406464;10/11/2022;11 Suba;VILLA MARIA I SECTOR;N/A;AK 118 133 19;Daño en redes de servicio públicos acueducto;Si
5406465;10/11/2022;13 Teusaquillo;TEUSAQUILLO;N/A;CL 61C 27A 38;Encharcamiento;Si
5406466;10/11/2022;17 La Candelaria;LAS AGUAS;N/A;AV CIRCUNVALAR 18;Caida de árbol;No
5406467;10/11/2022;4 San Cristobal;EL RAMAJAL;N/A;CL 30A SUR 9C ESTE 27;Encharcamiento;Si
5406468;10/11/2022;4 San Cristobal;SAN MIGUEL;N/A;KR 1 BIS 43 SUR 15;Encharcamiento;Si
5406469;10/11/2022;11 Suba;MAZUREN;N/A;KR 56 151 68;Caida de árbol;No
5406470;10/11/2022;5 Usme;EL PORTAL II ETAPA;N/A;KR 8C ESTE 104 SUR 38;Fenómeno de Remoción en Masa;No
5406471;10/11/2022;8 Kennedy;JAZMIN OCCIDENTAL;N/A;KR 98C 42G SUR 40;Encharcamiento;Si
5406472;10/11/2022;3 Santa Fe;LOS LACHES;N/A;VIA CHOACHI;Encharcamiento;Si
