Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación;Factor Humano
5398652;27/6/2022;3 Santa Fe;ROCIO CENTRO;N/A;TV 11C ESTE 2F 11;Daño en redes de servicio públicos acueducto;Si
5398651;27/6/2022;8 Kennedy;TUNDAMA II ETAPA;N/A;CL 45 SUR 72 0;Quemas - Basuras;Si
5398650;27/6/2022;1 Usaquen;CERROS NORTE;N/A;KR 3A ESTE 162 40;Caida de árbol - Pérdida de verticalidad de árbol;No
5398649;27/6/2022;1 Usaquen;SAN ANTONIO NOROCCIDENTAL;N/A;KR 17B 175 77;Escape de gas;Si
5398648;27/6/2022;19 Ciudad Bolivar;ARABIA;N/A;CL 82C SUR 18N 33;Encharcamiento;Si
5398647;27/6/2022;6 Tunjuelito;NUEVO MUZU II SECTOR 1 A ETAPA;N/A;KR 61 51B SUR 46;Daño en redes de servicio públicos energía;Si
5398646;27/6/2022;11 Suba;CONJUNTO RESIDENCIAL KAMARU;N/A;DG 146 118 41;Caida de árbol - Caída de ramas;No
5398645;27/6/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;KR 43 72B SUR 08;Animales Peligrosos;No
5398644;27/6/2022;1 Usaquen;CERROS DE SANTA BARBARA;N/A;CL 116 2 20;Caida de árbol;No
5398643;27/6/2022;10 Engativa;NORMANDIA;N/A;KR 71B 51 41;Caida de árbol;No
5398641;27/6/2022;1 Usaquen;SANTA BIBIANA;N/A;CL 104 15 64;Rescate en Espacios Confinados - En Ascensores;Si
5398640;27/6/2022;11 Suba;COMPARTIR SUBA;N/A;CL 152A 117 0;Animales Peligrosos;No
5398639;27/6/2022;6 Tunjuelito;MUZU;N/A;CL 54A SUR 37A 11;Animales Peligrosos;No
5398638;27/6/2022;19 Ciudad Bolivar;LA CARBONERA;N/A;TV 73H 67B SUR 40;Daño en redes de servicio públicos gas;Si
5398636;27/6/2022;1 Usaquen;LAS ORQUIDEAS;N/A;KR 45 162 52;Daño en redes de servicio públicos acueducto;Si
5398635;27/6/2022;18 Rafael Uribe Uribe;DIANA TURBAY ARRAYANES;N/A;KR 3A 49 SUR 42;Animales Peligrosos;No
5398634;27/6/2022;18 Rafael Uribe Uribe;SAN MARTIN (VILLA NEIZA);N/A;KR 3F ESTE 59D SUR 3;Daño en redes de servicio públicos alcantarillado;Si
5398633;27/6/2022;7 Bosa;S.C ESCOCIA RURAL;N/A;KR 87H BIS 57 SUR 0;Quemas - Basuras;Si
5398632;27/6/2022;19 Ciudad Bolivar;ESTRELLA DEL SUR;N/A;CL 72C SUR 18F 31;Daño en redes de servicio públicos gas;Si
5398631;27/6/2022;15 Antonio Nariño;LUNA PARK;N/A;CL 10A SUR 18 14;Accidente de tránsito;No
5398630;27/6/2022;18 Rafael Uribe Uribe;URB. GUIPARMA;N/A;CL 49B SUR 9 89;Encharcamiento;Si
5398629;27/6/2022;12 Barrios Unidos;POPULAR MODELO;N/A;CL 68 57;Caida de árbol;No
5398628;27/6/2022;8 Kennedy;CIUDAD KENNEDY ORIENTAL SUPERMANZANA 16;N/A;CL 41B SUR 78H 17;Caida de árbol - Pérdida de verticalidad de árbol;No
5398627;27/6/2022;1 Usaquen;EL VERBENAL - AYAMONTI;N/A;KR 19 185 76;Daño en redes de servicio públicos gas;Si
5398626;27/6/2022;4 San Cristobal;LAS BRISAS;N/A;TV 5A 3 SUR 12;Daño en redes de servicio públicos acueducto;Si
5398625;27/6/2022;7 Bosa;LA ESPERANZA DE TIBANICA;N/A;DG 74 SUR 78C 34;Daño en redes de servicio públicos gas;Si
5398624;27/6/2022;10 Engativa;LOS LAURELES SABANAS DEL DORADO;N/A;KR 119 63B 37;Conato de incendio;Si
5398623;27/6/2022;11 Suba;PINAR DESUBA;N/A;CL 148 89;Daño en redes de servicio públicos acueducto;Si
5398622;27/6/2022;11 Suba;NUEVO CORINTO;N/A;KR 102 127 17;Quemas;Si
5398621;27/6/2022;8 Kennedy;MANDALAY;N/A;KR 78H 5C 17;Daño en redes de servicio públicos acueducto;Si
5398620;27/6/2022;3 Santa Fe;LA ALAMEDA;N/A;CL 22 12 22;Daño en redes de servicio públicos acueducto;Si
5398619;27/6/2022;9 Fontibon;BOSTON;N/A;CL 22 105 15;Quemas;Si
5398618;27/6/2022;3 Santa Fe;BOSQUE IZQUIERDO;N/A;KR 3 26 40;Caida de árbol;No
5398617;27/6/2022;3 Santa Fe;EL DORADO;N/A;CL 1 BIS 11B ESTE;Daño en redes de servicio públicos acueducto;Si
5398728;28/6/2022;11 Suba;NIZA SUR;N/A;KR 70 120 80;Daño en redes de servicio públicos acueducto;Si
5398727;28/6/2022;10 Engativa;BOCHICA II;N/A;CL 82 100A 91;Caida de árbol;No
5398726;28/6/2022;1 Usaquen;LAS MARGARITAS;N/A;KR 15 147 1;Caida de árbol;No
5398725;28/6/2022;12 Barrios Unidos;POPULAR MODELO;N/A;CL 66 59 31;Caida de árbol;No
5398724;28/6/2022;12 Barrios Unidos;PARQUE POPULAR EL SALITRE;N/A;AK 60 63 65;Caida de árbol;No
5398723;28/6/2022;10 Engativa;LA GRANJA;N/A;CL 77A 80A 27;Daño en redes de servicio públicos alcantarillado;Si
5398722;28/6/2022;12 Barrios Unidos;JOSE JOAQUIN VARGAS;N/A;CL 66C 61 1;Caida de árbol;No
5398721;28/6/2022;8 Kennedy;LAS DELICIAS_;N/A;TV 68H 44 SUR 10;Encharcamiento;Si
5398720;28/6/2022;16 Puente Aranda;SAN RAFAEL INDUSTRIAL;N/A;AV AMERICAS 53 09;Caida de árbol - Caída de ramas;No
5398719;28/6/2022;11 Suba;CASABLANCA SECTOR EL PINAR;N/A;CL 161 76 0;Caida de árbol;No
5398718;28/6/2022;11 Suba;CAMPOS DE SILENCIO;N/A;CL 162 54 95;Caida de árbol;No
5398717;28/6/2022;8 Kennedy;LLANO GRANDE;N/A;CL 40B SUR 86 0;Daño en redes de servicio públicos energía;Si
5398716;28/6/2022;3 Santa Fe;VIA CHOACHI;N/A;KM 20 - 25 VIA CHOACHI;Fenómeno de Remoción en Masa;No
5398715;28/6/2022;12 Barrios Unidos;JOSE JOAQUIN VARGAS;N/A;KR 62 64 10;Caida de árbol;No
5398714;28/6/2022;11 Suba;CASA BLANCA I;N/A;KR 76 146 1;Caida de árbol;No
5398713;28/6/2022;12 Barrios Unidos;POPULAR MODELO - URB. CIUDADELA DE LOS PARQUES;N/A;KR 54 64A 45;Caida de árbol;No
5398712;28/6/2022;13 Teusaquillo;CIUDAD SALITRE NOR-ORIENTAL;N/A;CL 24 54 0;Caida de árbol;No
5398710;28/6/2022;11 Suba;NIZA;N/A;KR 78A 131 91;Caida de árbol;No
5398709;28/6/2022;8 Kennedy;TAYRONA;N/A;KR 87A 26 SUR 45;Encharcamiento;Si
5398708;28/6/2022;9 Fontibon;MONTEVIDEO;N/A;CL 22A 68B 0;Caida de árbol;No
5398707;28/6/2022;11 Suba;PASADENA;N/A;KR 53 107 0;Caida de árbol;No
5398706;28/6/2022;19 Ciudad Bolivar;PERDOMO ALTO;N/A;DG 66 SUR 73D 58;Encharcamiento;Si
5398704;28/6/2022;12 Barrios Unidos;PARQUE POPULAR EL SALITRE;N/A;KR 61A 90 55;Caida de árbol;No
5398703;28/6/2022;8 Kennedy;MARSELLA;N/A;KR 69 7 15;Caida de árbol;No
5398702;28/6/2022;13 Teusaquillo;NICOLAS DE FEDERMAN;N/A;KR 54 57B 5;Caida de árbol;No
5398701;28/6/2022;19 Ciudad Bolivar;CANDELARIA LA NUEVA;N/A;CL 62 SUR 37C 45;Vendaval;No
5398700;28/6/2022;7 Bosa;LA ESTACION;N/A;KR 78D BIS B 63A SUR 7;Daño en redes de servicio públicos alcantarillado;Si
5398699;28/6/2022;8 Kennedy;SAN ANDRES;N/A;KR 68G 43B SUR 9;Daño o falla estructural - Elementos no estructurales en riesgo de caída;Si
5398697;28/6/2022;16 Puente Aranda;PUENTE ARANDA;N/A;KR 68 13 61;Colapso de estructura;No
5398696;28/6/2022;16 Puente Aranda;CENTRO INDUSTRIAL PTE ARANDA;N/A;AV. AMERICAS CON CL 13;Caida de árbol - Caída de ramas;No
5398695;28/6/2022;12 Barrios Unidos;POPULAR MODELO;101 Teusaquillo;KR 56B 67 0;Daño en redes de servicio públicos energía;Si
5398694;28/6/2022;10 Engativa;FERIAS;N/A;CL 73 BIS 68G 0;Encharcamiento;Si
5398693;28/6/2022;12 Barrios Unidos;LOS ANDES;N/A;KR 61A 90 55;Caida de árbol;No
5398691;28/6/2022;10 Engativa;BELLAVISTA;N/A;KR 69 B 78;Encharcamiento;Si
5398690;28/6/2022;13 Teusaquillo;LA ESMERALDA;N/A;KR 55 44A 5;Daño o falla estructural;Si
5398689;28/6/2022;11 Suba;VILLA HERMOSA;N/A;CL 158 101 12;Encharcamiento;Si
5398688;28/6/2022;11 Suba;GIBRALTAR;N/A;AV BOYACA 170;Encharcamiento;Si
5398687;28/6/2022;1 Usaquen;TORCA;N/A;CL 245 7 0;Daño en redes de servicio públicos energía;Si
5398686;28/6/2022;8 Kennedy;VILLA MENDOZA;N/A;AK 86 44 SUR 12;Daño en redes de servicio públicos gas;Si
5398685;28/6/2022;11 Suba;ATABANZA;N/A;AUTOPISTA NORTE 127.;Caida de árbol;No
5398684;28/6/2022;18 Rafael Uribe Uribe;LOS MOLINOS I SECTOR;N/A;CL 48Q SUR 2A 40;Animales Peligrosos;No
5398683;28/6/2022;1 Usaquen;SAN PATRICIO;N/A;KR 19B 109 39;Daño en redes de servicio públicos gas;Si
5398682;28/6/2022;8 Kennedy;CLASS ROMA;N/A;KR 81J 57D SUR 2;Caida de árbol;No
5398681;28/6/2022;10 Engativa;LOS MONJES;N/A;KR 85A 52A 47;Incendio Estructuras;No
5398680;28/6/2022;16 Puente Aranda;SALAZAR GOMEZ;N/A;CL 9A 65 92;Caida de árbol;No
5398679;28/6/2022;2 Chapinero;SUCRE;N/A;AK 7 44 1;Daño en redes de servicio públicos alcantarillado;Si
5398678;28/6/2022;11 Suba;SAN JOSE DE BAVARIA;N/A;CL 183 78 31;Caida de árbol - Pérdida de verticalidad de árbol;No
5398677;28/6/2022;2 Chapinero;LAGO GAITAN;N/A;KR 16A 80 0;Accidente de tránsito;No
5398676;28/6/2022;10 Engativa;TORQUIGUA;N/A;CL 64 128 50;Caida de árbol;No
5398675;28/6/2022;11 Suba;URB. LA CHOCITA;N/A;CL 164 62 42;Caida de árbol;No
5398674;28/6/2022;16 Puente Aranda;LA PRADERA;N/A;KR 67 3 50;Daños en malla vial;Si
5398673;28/6/2022;1 Usaquen;HORIZONTES;N/A;N/A;Caida de árbol - Pérdida de verticalidad de árbol;No
5398672;28/6/2022;2 Chapinero;CHAPINERO;N/A;AUTOPISTA NORTE 94;Caida de árbol;No
5398671;28/6/2022;19 Ciudad Bolivar;ACAPULCO;N/A;4.536134,-64.135199;Fenómeno de Remoción en Masa;No
5398670;28/6/2022;11 Suba;SAN JOSE DEL PRADO - FUERTEVENTURA;N/A;CL 138 47 17;Caida de árbol;No
5398669;28/6/2022;8 Kennedy;CIUDAD KENNEDY SUPERMANZANA 7;N/A;KR 78K 35 SUR 34;Daño en redes de servicio públicos energía;Si
5398668;28/6/2022;11 Suba;CASA BLANCA I;N/A;KR 80 146 7;Caida de árbol - Pérdida de verticalidad de árbol;No
5398667;28/6/2022;3 Santa Fe;santa fe;N/A;AC 39 1 60;Caida de árbol;No
5398666;28/6/2022;11 Suba;AURES II;N/A;KR 107B 131B 60;Daño en redes de servicio públicos acueducto;Si
5398665;28/6/2022;16 Puente Aranda;LOS EJIDOS;N/A;CL 9 41A 16;Caida de árbol;No
5398664;28/6/2022;10 Engativa;MARANDU;N/A;CL 69D 113B 47;Daño en redes de servicio públicos energía;Si
5398663;28/6/2022;5 Usme;LA ESMERALDA EL RECUERDO;N/A;KR 3 100A SUR 12;Daño en redes de servicio públicos acueducto;Si
5398662;28/6/2022;19 Ciudad Bolivar;EL PENON DEL CORTIJO;N/A;KR 72 68A SUR 0;Quemas - Basuras;Si
5398661;28/6/2022;2 Chapinero;EL PARAISO;N/A;AK 1 ESTE 38 0;Caida de árbol;No
5398805;29/6/2022;16 Puente Aranda;SAN RAFAEL INDUSTRIAL;N/A;CL 5C 53F 68;Daño en redes de servicio públicos energía;Si
5398804;29/6/2022;10 Engativa;LA FAENA;N/A;CL 69A 118B 14;Daño en redes de servicio públicos gas;Si
5398803;29/6/2022;10 Engativa;LA SERENA;N/A;AK 86 90 36;Caida de árbol;No
5398802;29/6/2022;10 Engativa;NORMANDIA;N/A;CL 56A 70D 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5398801;29/6/2022;4 San Cristobal;NARINO SUR;N/A;CL 11 SUR 7 0;Daño en redes de servicio públicos acueducto;Si
5398800;29/6/2022;11 Suba;PRADO VERANIEGO;N/A;KR 46A 128B 21;Daño en redes de servicio públicos gas;Si
5398799;29/6/2022;18 Rafael Uribe Uribe;BOSQUE DE SAN CARLOS;N/A;KR 12H BIS 31F SUR 22;Animales Peligrosos;No
5398798;29/6/2022;10 Engativa;SANTA MARIA I Y II SECTOR;N/A;KR 72 73 1;Animales Peligrosos;No
5398797;29/6/2022;7 Bosa;SAN BERNARDINO;N/A;CL 74B SUR 87I 91;Animales Peligrosos;No
5398796;29/6/2022;2 Chapinero;EL CHICO;N/A;CL 90 11 0;Daño en redes de servicio públicos gas;Si
5398795;29/6/2022;18 Rafael Uribe Uribe;LAS ORQUIDEAS;N/A;AC 161 16D 10;Daño en redes de servicio públicos gas;Si
5398794;29/6/2022;8 Kennedy;LAS TORRES;N/A;TV 68H 38C SUR 19;Caida de árbol;No
5398793;29/6/2022;16 Puente Aranda;ORTEZAL;N/A;KR 40 20;Daño en redes de servicio públicos alcantarillado;Si
5398792;29/6/2022;18 Rafael Uribe Uribe;LA RECONQUISTA;N/A;CL 49C BIS A SUR 4B 58;Animales Peligrosos;No
5398791;29/6/2022;9 Fontibon;EL CHARCO;N/A;CL 14 119A 50;Animales Peligrosos;No
5398790;29/6/2022;18 Rafael Uribe Uribe;NUEVA ESPERANZA;N/A;KR 5D ESTE 56B SUR 58;Fenómeno de Remoción en Masa;No
5398789;29/6/2022;15 Antonio Nariño;LA FRAGUA;N/A;CL 17 SUR 27 0;Daño en redes de servicio públicos gas;Si
5398788;29/6/2022;10 Engativa;LAS MERCEDES_;N/A;CL 65B 106A 45;Daño en redes de servicio públicos gas;Si
5398787;29/6/2022;8 Kennedy;PASTRANA;N/A;TV 79 52 SUR;Daño en redes de servicio públicos alcantarillado;Si
5398786;29/6/2022;5 Usme;NUEVO SAN ANDRES DE LOS ALTOS;N/A;KR 14L 69A SUR 34;Animales Peligrosos;No
5398785;29/6/2022;5 Usme;LA AURORA_;N/A;AC 71 SUR 3 14.;Animales Peligrosos;No
5398784;29/6/2022;11 Suba;BILBAO II SECTOR;N/A;KR 149 142B 4;Animales Peligrosos;No
5398783;29/6/2022;11 Suba;EL RINCON;N/A;KR 96 129C 71;Animales Peligrosos;No
5398782;29/6/2022;5 Usme;ARRAYANES V;N/A;CL 64 SUR 7B ESTE 44;Fenómeno de Remoción en Masa;No
5398781;29/6/2022;12 Barrios Unidos;J.J. VARGAS - JOSE JOAQUIN VARGAS;N/A;KR 66 67D 71;Caida de árbol - Pérdida de verticalidad de árbol;No
5398780;29/6/2022;9 Fontibon;MODELIA;N/A;KR 72C 23 23;Caida de árbol;No
5398779;29/6/2022;8 Kennedy;MILENTA II SECTOR;N/A;AC 26 SUR 68 0;Daño en redes de servicio públicos energía;Si
5398778;29/6/2022;4 San Cristobal;SANTA ANA SUR;N/A;CL 11 SUR 5A 0;Daño en redes de servicio públicos acueducto;Si
5398777;29/6/2022;2 Chapinero;PARDO RUBIO;N/A;AK 7 45 0;Daño en redes de servicio públicos alcantarillado;Si
5398776;29/6/2022;11 Suba;TIBABUYES;N/A;CL 142 128 1;Caida de árbol - Caída de ramas;No
5398775;29/6/2022;9 Fontibon;CAPELLANIA;N/A;CL 22D 93 16;Caida de árbol;No
5398774;29/6/2022;11 Suba;AURES II;N/A;KR 105 130C 41;Animales Peligrosos;No
5398773;29/6/2022;14 Los Martires;LA FAVORITA;N/A;KR 14 19 1;Daño en redes de servicio públicos alcantarillado;Si
5398772;29/6/2022;6 Tunjuelito;ABRAHAM LINCOLN;N/A;AC 51 SUR 9 1;Animales Peligrosos;No
5398771;29/6/2022;1 Usaquen;CAOBOS SALAZAR URB. CAPRI I Y II SECTOR;N/A;CL 148 10 21;Animales Peligrosos;No
5398770;29/6/2022;11 Suba;PRADO PINZON;N/A;KR 50 144 40;Animales Peligrosos;No
5398769;29/6/2022;19 Ciudad Bolivar;PENON DEL CORTIJO III;N/A;KR 73 69 SUR 67;Daño o falla estructural - Elementos no estructurales en riesgo de caída;Si
5398768;29/6/2022;11 Suba;TIBABUYES UNIVERSAL;N/A;KR 128B 139 76;Daño en redes de servicio públicos energía;Si
5398767;29/6/2022;14 Los Martires;SANTA ISABEL SUR;N/A;CL 1D BIS 29B 37;Animales Peligrosos;No
5398766;29/6/2022;17 La Candelaria;CENTRO;N/A;KR 10 CON CL 13;Daño en redes de servicio públicos alcantarillado;Si
5398765;29/6/2022;1 Usaquen;BABILONIA;N/A;KR 13B 164A 4;Caida de árbol - Pérdida de verticalidad de árbol;No
5398764;29/6/2022;18 Rafael Uribe Uribe;DIANA TURBAY ARRAYANES;N/A;CL 48R SUR 1A ESTE 72;Caida de árbol - Pérdida de verticalidad de árbol;No
5398763;29/6/2022;1 Usaquen;BALCONES DE ORIENTE;N/A;CL 161 14B 0;Caida de árbol;No
5398762;29/6/2022;3 Santa Fe;LA PERSEVERANCIA;N/A;KR 4A 33 59;Conato de incendio;Si
5398761;29/6/2022;12 Barrios Unidos;PARQUE POPULAR EL SALITRE;N/A;KR 60 63 27;Caida de árbol - Caída de ramas;No
5398760;29/6/2022;11 Suba;NIZA SUR;N/A;CL 123 71A 29;Caida de árbol;No
5398759;29/6/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;TV 40B 70A SUR 29;Caida de árbol;No
5398758;29/6/2022;1 Usaquen;LA GRANJA ORIENTAL;N/A;KR 8H 170 35;Caida de árbol;No
5398756;29/6/2022;5 Usme;EL PEDREGAL;N/A;DG 70 SUR 71F 8;Daño en redes de servicio públicos acueducto;Si
5398754;29/6/2022;8 Kennedy;LUSITANIA;N/A;KR 68B 10A 18;Daño en redes de servicio públicos gas;Si
5398753;29/6/2022;10 Engativa;DORADO_NORTE;N/A;CL 66 71B 20;Caida de árbol;No
5398752;29/6/2022;8 Kennedy;TALAVERA;N/A;CL 39B SUR 68F 40;Caida de árbol;No
5398751;29/6/2022;11 Suba;VERSALLES;N/A;CL 140 91 19;Caida de árbol - Pérdida de verticalidad de árbol;No
5398750;29/6/2022;12 Barrios Unidos;LA CASTELLANA;N/A;KR 49 93 94;Caida de árbol;No
5398749;29/6/2022;9 Fontibon;MONTEVIDEO;N/A;CL 18A 69 52;Caida de árbol;No
5398748;29/6/2022;3 Santa Fe;PARQUE NACIONAL ORIENTAL;N/A;KR 5 39 0;Caida de árbol - Caída de ramas;No
5398747;29/6/2022;9 Fontibon;CIUDAD SALITRE;N/A;CL 23 68B 0;Caida de árbol;No
5398746;29/6/2022;19 Ciudad Bolivar;JERUSALEN POTOSI;N/A;KR 45B 82C SUR 4;Fenómeno de Remoción en Masa;No
5398745;29/6/2022;1 Usaquen;LA CAROLINA;N/A;KR 13 A 127 A 21;Riesgo de colapso estructural;No
5398744;29/6/2022;5 Usme;FISCALA II LA FORTUNA;N/A;CL 60 SUR 2C ESTE 57;Fenómeno de Remoción en Masa;No
5398743;29/6/2022;10 Engativa;METROPOLIS;N/A;KR 68B 74A 78;Caida de árbol - Pérdida de verticalidad de árbol;No
5398742;29/6/2022;18 Rafael Uribe Uribe;LA RECONQUISTA;N/A;CL 49B BIS SUR 4B 21;Caida de árbol - Pérdida de verticalidad de árbol;No
5398741;29/6/2022;10 Engativa;ANDALUCIA;N/A;KR 81A 80 1;Quemas - Basuras;Si
5398740;29/6/2022;12 Barrios Unidos;SIMON BOLIVAR;N/A;KR 65B 75 0;Caida de árbol;No
5398739;29/6/2022;19 Ciudad Bolivar;EL PORVENIR II ETAPA;N/A;KR 75G 62I SUR 40;Fenómeno de Remoción en Masa;No
5398737;29/6/2022;1 Usaquen;MONTEARROYO;N/A;KR 7 140 8;Caida de árbol - Pérdida de verticalidad de árbol;No
5398736;29/6/2022;10 Engativa;JARDIN BOTANICO;N/A;AC 26 69 76;Caida de árbol;No
5398735;29/6/2022;5 Usme;LA FISCALA SECTOR NORTE;N/A;KR 14 64A SUR 70;Caida de árbol;No
5398734;29/6/2022;16 Puente Aranda;BATALLON CALDAS;N/A;AK 50 15 20;Caida de árbol;No
5398733;29/6/2022;10 Engativa;ESTRADITA CIUDAD DE HONDA;N/A;CL 64C 68B 98;Caida de árbol;No
5398732;29/6/2022;1 Usaquen;LA CAROLINA;N/A;CL 127 11 20;Caida de árbol;No
5398731;29/6/2022;12 Barrios Unidos;LA_AURORA;N/A;KR 27 75 41;Daño en redes de servicio públicos gas;Si
5398730;29/6/2022;9 Fontibon;EL CHIRCAL;N/A;AC 17 137 1;Encharcamiento;Si
5398729;29/6/2022;9 Fontibon;PRADOS DE LA ALAMEDA;N/A;KR 135 17C 0(51);Daño en redes de servicio públicos acueducto;Si
5398806;30/6/2022;10 Engativa;QUIRIGUA ORIENTAL;29 El Minuto de Dios;CL 85 BIS 89A 35;Daño en redes de servicio públicos gas;Si
5398807;30/6/2022;10 Engativa;LOS ALAMOS - URB. TORRECAMPO;N/A;CL 65B 88 72;Quemas - Basuras;Si
5398808;30/6/2022;12 Barrios Unidos;URB. MENDIGUACA;N/A;KR 60D 90 4;Conato de incendio;Si
5398809;30/6/2022;7 Bosa;EL CORZO;N/A;KR 93C 54 SUR 31;Animales Peligrosos;No
5398810;30/6/2022;19 Ciudad Bolivar;CIUDAD BOLIVAR;N/A;TV 40 72D SUR 30;Animales Peligrosos;No
5398811;30/6/2022;1 Usaquen;SANTA COLOMA;N/A;CL 136 19 47;Caida de árbol;No
5398812;30/6/2022;9 Fontibon;KASANDRA;N/A;CL 16A 136 45;Daño en redes de servicio públicos gas;Si
5398813;30/6/2022;16 Puente Aranda;GALAN;N/A;AK 68 1C SUR 40;Daño en redes de servicio públicos gas;Si
5398814;30/6/2022;2 Chapinero;CHAPINERO CENTRAL;N/A;AK 14 58 0;Quemas - Basuras;Si
5398815;30/6/2022;10 Engativa;UB EL CORTIJO;N/A;N/A;Caida de árbol;No
5398816;30/6/2022;10 Engativa;NORMANDIA;N/A;CL 49A 71B 30;Daño en redes de servicio públicos energía;Si
5398817;30/6/2022;10 Engativa;CIUDADELA COLSUBSIDIO;N/A;KR 112G 86A 61;Caida de árbol;No
5398818;30/6/2022;5 Usme;SAN PEDRO;N/A;CR 15 ESTE 81 SUR 06;Riesgo de Fenómeno de remoción en masa;No
5398819;30/6/2022;4 San Cristobal;SANTA ANA;N/A;KR 7 11 0 SUR;Caida de árbol;No
5398820;30/6/2022;11 Suba;ALTOS DE CHOZICA;N/A;CL 130D 85 14;Daño en redes de servicio públicos energía;Si
5398821;30/6/2022;13 Teusaquillo;CIUDAD SALITRE SURORIENTAL;N/A;KR 60 22 99;Caida de árbol;No
5398822;30/6/2022;4 San Cristobal;EL SOSIEGO;N/A;KR 8A 18 SUR 0;Caida de árbol;No
5398823;30/6/2022;11 Suba;QUIMRAN CONDOMINIO;N/A;CL 137D 76A 60;Caida de árbol;No
5398824;30/6/2022;13 Teusaquillo;TEUSAQUILLO;N/A;KR 19 32A 62;Caida de árbol;No
5398825;30/6/2022;19 Ciudad Bolivar;JERUSALEN POTOSI;N/A;DG 80A SUR 45 74;Animales Peligrosos;No
5398826;30/6/2022;19 Ciudad Bolivar;LA CUMBRE;N/A;CL 78D SUR 18K 20;Animales Peligrosos;No
5398827;30/6/2022;11 Suba;SAN RAFAEL NORTE;N/A;KR 54D 135 15;Animales Peligrosos;No
5398828;30/6/2022;12 Barrios Unidos;LA MERCED NORTE;N/A;CL 71A 29A 0;Animales Peligrosos;No
5398829;30/6/2022;19 Ciudad Bolivar;VILLA GLORIA;N/A;CL 69K SUR 18P 43;Animales Peligrosos;No
5398830;30/6/2022;18 Rafael Uribe Uribe;DIANA TURBAY SAN AGUSTIN;N/A;CL 48X SUR 5D 56;Animales Peligrosos;No
5398831;30/6/2022;5 Usme;VEREDA ANDES;N/A;VEREDA ANDES;Fenómeno de Remoción en Masa;No
5398832;30/6/2022;2 Chapinero;QUINTA CAMACHO;N/A;CL 69A 10 39;Caida de árbol - Pérdida de verticalidad de árbol;No
5398833;30/6/2022;8 Kennedy;LUCERNA;N/A;CL 38C SUR 72L 0;Caida de árbol - Caída de ramas;No
5398834;30/6/2022;1 Usaquen;TOBERIN;N/A;CL 166 19 0;Daño en redes de servicio públicos energía;Si
5398835;30/6/2022;8 Kennedy;VILLA_NELLY;N/A;KR 81C BIS A 42F SUR 40;Daño en redes de servicio públicos acueducto;Si
5398836;30/6/2022;19 Ciudad Bolivar;PARAÍSO DE BAVARIA;N/A;TV 28B 71P SUR 66;Daño en redes de servicio públicos acueducto;Si
5398837;30/6/2022;13 Teusaquillo;PALERMO;N/A;KR 23 45C 59;Caida de árbol;No
5398838;30/6/2022;10 Engativa;LOS ALAMOS - EL CARMELO;N/A;KR 91 71A 91;Poda y Tala;Si
5398839;30/6/2022;10 Engativa;NORMANDÍA;N/A;KR 72 26 0;Rescate en Espacios Confinados - En Ascensores;Si
5398840;30/6/2022;8 Kennedy;LAS MARGARITAS OCCIDENTAL;N/A;KR 89A 45A SUR 38;Animales Peligrosos;No
5398841;30/6/2022;8 Kennedy;NUEVA YORK II;N/A;CL 37A SUR 68H 47;Daño en redes de servicio públicos acueducto;Si
5398842;30/6/2022;7 Bosa;CALDAS;N/A;CL 54C SUR 91A 23;Daño en redes de servicio públicos gas;Si
5398843;30/6/2022;7 Bosa;VILLA DEL RIO II SECTOR;N/A;KR 68A 57B SUR 63;Caida de árbol;No
5398844;30/6/2022;2 Chapinero;CHICO NORTE;N/A;KR 7 92 1;Animales Peligrosos;No
5398845;30/6/2022;7 Bosa;SAN BERNARDINO XXII;N/A;CL 84 SUR 96 85;Animales Peligrosos;No
5398846;30/6/2022;11 Suba;URB. LAS FLORES;N/A;KR 114 148 65;Animales Peligrosos;No
5398847;30/6/2022;1 Usaquen;ACACIAS USAQUEN;N/A;CL 146 13 17;Daño en redes de servicio públicos gas;Si
5398848;30/6/2022;11 Suba;NIZA SUBA;N/A;KR 78A 131 73;Caida de árbol;No
5398849;30/6/2022;4 San Cristobal;SAN MARTIN DE LOBA;N/A;KR 1B 41B SUR 53;Escape de gas - Daño o Fuga en Tanques de Almacenamiento de gas;Si
5398850;30/6/2022;5 Usme;ANTONIO JOSE DE SUCRE;N/A;KR 5 108A SUR 9;Animales Peligrosos;No
5398851;30/6/2022;5 Usme;EL TUNO;N/A;CL 118 BIS SUR 0 43;Animales Peligrosos;No
5398852;30/6/2022;1 Usaquen;USAQUEN;N/A;KR 6 119 24;Animales Peligrosos;No
5398853;30/6/2022;1 Usaquen;BARRANCAS NORTE;N/A;CL 161 7 1;Animales Peligrosos;No
5398854;30/6/2022;19 Ciudad Bolivar;LA ESTANCIA;N/A;CL 59A SUR 75H 30;Animales Peligrosos;No
5398855;30/6/2022;13 Teusaquillo;TEUSAQUILLO;N/A;CL 28 23 0;Daño en redes de servicio públicos acueducto;Si
5398856;30/6/2022;8 Kennedy;EL OLIVO;N/A;KR 80J 42 SUR 60;Animales Peligrosos;No
